excel_row;cantidad;unidad;flag_original;clasificacion;obras_flag;item_original;descripcion_normalizada;observacion;proveedor;sistema_plano;rubro;flag_bool;55_1;55_2;55_3;55_4;notas_sugeridas;dudas;destino_preliminar
219;22;Unidades;STD;STD;;Placa de honeycomb (terciado de 6 mm + núcleo de panal de abeja de 15 mm + terciado de 6 mm) de 1,2 mts x 2,45 mts;placa de honeycomb (terciado de 6 mm + nucleo de panal de abeja de 15 mm + terciado de 6 mm) de 1,2 mts x 2,45 mts;;;;Mecanica;False;En Barco;En Barco;;;"Estado por obra: 55-1=En Barco; 55-2=En Barco";;matriz_k55
220;1;Unidades;55-1;OBRA_ESPECIFICA;55-1;Planchada extensible para bajar a Punta (1mt mas);planchada extensible para bajar a punta (1mt mas);;;Alistamiento;Electricidad;True;Revisar;NO VA;;;"Sistema/Plano: Alistamiento | Estado por obra: 55-1=Revisar; 55-2=NO VA";;obra_especifica
221;500;Unidades;STD;STD;;Plaquetas p/precintos;plaquetas p/precintos;;;;Sanitarios;False;;;;;;;matriz_k55
222;1;Unidades;STD;STD;;Plotter de flybridge STD, modelo?? accesorios??;plotter de flybridge std, modelo1/21/2 accesorios1/21/2;;;Alistamiento;;True;;;;;Sistema/Plano: Alistamiento;sin rubro;matriz_k55
223;2;Unidades;55-1;OBRA_ESPECIFICA;55-1;Plotters 55-1;plotters 55-1;;;Alistamiento;Electricidad;False;Comprar;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=Comprar;;obra_especifica
224;2;Unidades;STD;STD;;Portarrollo Epuyén 0167/L2 Cromado;portarrollo epuyen 0167/l2 cromado;;;Sist. Agua;;False;Pedido;NO VA;;;"Sistema/Plano: Sist. Agua | Estado por obra: 55-1=Pedido; 55-2=NO VA";sin rubro;matriz_k55
225;2;Unidades;55-2;OBRA_ESPECIFICA;55-2;Portarrollo Epuyén 0167/L2 Negro;portarrollo epuyen 0167/l2 negro;;;Sist. Agua;;False;NO VA;Pedido;;;"Sistema/Plano: Sist. Agua | Estado por obra: 55-1=NO VA; 55-2=Pedido";sin rubro;obra_especifica
226;500;Unidades;STD;STD;;Precinto 35 CM;precinto 35 cm;;;;Sanitarios;False;;;;;;;matriz_k55
227;1;Unidades;OPC;OPC;;Prefiltro duchador rio;prefiltro duchador rio;;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;clasificacion OPC;revisar_no_matriz
228;2;Unidades;STD;STD;;Puertitas cockpit K55;puertitas cockpit k55;;Maxi Herrero;Herrajes Std.;;False;;;;;Sistema/Plano: Herrajes Std.;sin rubro | proveedor nuevo Maxi Herrero;matriz_k55
229;60;Unidades;STD;STD;;Punteras de plástico para perfil tira LED;punteras de plastico para perfil tira led;;;Sist. Electrico;Electricidad;False;;;;;Sistema/Plano: Sist. Electrico;;matriz_k55
230;1;Unidades;OPC;OPC;;"Racor 1/2"" bronce";"racor 1/2"" bronce";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;clasificacion OPC;revisar_no_matriz
231;5;Unidades;STD;STD;;"Racor H a codo de 1 1/2"" plastico";"racor h a codo de 1 1/2"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
232;12;Unidades;STD;STD;;"Racor H a codo de 1"" plastico";"racor h a codo de 1"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
233;5;Unidades;STD;STD;;"Racor H a codo de 1/2"" plastico";"racor h a codo de 1/2"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
234;3;Unidades;STD;STD;;"Racor H a codo de 3/4"" plastico";"racor h a codo de 3/4"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
235;2;Unidades;STD;STD;;"Racor M 1"" x 25mm bronce";"racor m 1"" x 25mm bronce";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
236;6;Unidades;STD;STD;;"Racor M 3/4"" bronce";"racor m 3/4"" bronce";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
237;3;Unidades;STD;STD;;"Racor M a codo de 1"" plastico";"racor m a codo de 1"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
238;8;Unidades;STD;STD;;"Racor M a codo de 1/2"" plastico";"racor m a codo de 1/2"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
239;2;Unidades;STD;STD;;"Racor M a codo de 3/4"" plastico";"racor m a codo de 3/4"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
240;5;Unidades;STD;STD;;"Racor M de 1"" plastico";"racor m de 1"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
241;2;Unidades;STD;STD;;"Racor M de 1/2"" plastico";"racor m de 1/2"" plastico";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
242;7;Unidades;STD;STD;;"Racor M de 3/4"" plastico";"racor m de 3/4"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
243;3;Unidades;STD;STD;;"Racor M de bronce 1 1/2"" x 38mm";"racor m de bronce 1 1/2"" x 38mm";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
244;1;Unidades;STD;STD;;Radio VHF;radio vhf;;;Alistamiento;;False;Pedido;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=Pedido;sin rubro;matriz_k55
245;2;Unidades;STD;STD;;"Recorte chapa de inox 316 de 400mm x 250mm x 1/2"" de espesor";"recorte chapa de inox 316 de 400mm x 250mm x 1/2"" de espesor";;;Sist. Motor;Mecanica;False;En Chubut;;;;Sistema/Plano: Sist. Motor | Estado por obra: 55-1=En Chubut;;matriz_k55
246;4;Unidades;STD;STD;;"Recorte chapa de inox 316 según plantilla ""Patas de gallo - K52"", e = ?";"recorte chapa de inox 316 segun plantilla ""patas de gallo - k52"", e = 1/2";;;Sist. Motor;Mecanica;False;En Chubut;;;;Sistema/Plano: Sist. Motor | Estado por obra: 55-1=En Chubut;;matriz_k55
247;1;Unidades;STD;STD;;REGULADOR DE AGUA AMARRA;regulador de agua amarra;;Flojumar;Sist. Agua;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Agua | Estado por obra: 55-1=En Chubut;;matriz_k55
248;4;Unidades;STD;STD;;Rejilla D60 Obturable Negra - Calefactor Autoterm;rejilla d60 obturable negra - calefactor autoterm;;Baron;Sist. A.C.;Sanitarios;False;Comprar;;;;Sistema/Plano: Sist. A.C. | Estado por obra: 55-1=Comprar;;matriz_k55
249;2;Unidades;STD;STD;;Rejilla D60 Orientable Negra - Calefactor Autoterm;rejilla d60 orientable negra - calefactor autoterm;;Baron;Sist. A.C.;Sanitarios;False;Comprar;;;;Sistema/Plano: Sist. A.C. | Estado por obra: 55-1=Comprar;;matriz_k55
250;5;Unidades;STD;STD;;Rejilla D90 Obturable Negra - Calefactor Autoterm;rejilla d90 obturable negra - calefactor autoterm;;Baron;Sist. A.C.;Sanitarios;False;Comprar;;;;Sistema/Plano: Sist. A.C. | Estado por obra: 55-1=Comprar;;matriz_k55
251;2;Unidades;STD;STD;;Resorte a gas para escalera - MODELO A DEFINIR;resorte a gas para escalera - modelo a definir;;;Muebles;Carpinteria;True;Especificar;Especificar;Especificar;Especificar;"Sistema/Plano: Muebles | Estado por obra: 55-1=Especificar; 55-2=Especificar; 55-3=Especificar; 55-4=Especificar";modelo/definicion pendiente;revisar_no_matriz
252;6;Unidades;STD;STD;;Resorte a gas para puertas de alacenas - 60N;resorte a gas para puertas de alacenas - 60n;;;Muebles;Carpinteria;False;En Chubut;Comprar;Comprar;Comprar;"Sistema/Plano: Muebles | Estado por obra: 55-1=En Chubut; 55-2=Comprar; 55-3=Comprar; 55-4=Comprar";;matriz_k55
253;4;Unidades;STD;STD;;Resorte a gas para puertas de alacenas - 80N;resorte a gas para puertas de alacenas - 80n;;;Muebles;Carpinteria;False;Comprar;Comprar;Revisar;Revisar;"Sistema/Plano: Muebles | Estado por obra: 55-1=Comprar; 55-2=Comprar; 55-3=Revisar; 55-4=Revisar";;matriz_k55
254;100;Metros;STD;STD;;Rollo de cable negro 1.5mm;rollo de cable negro 1.5mm;;;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
255;100;Metros;STD;STD;;Rollo de cable rojo 1.5mm;rollo de cable rojo 1.5mm;;;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
256;2;Unidades;STD;STD;;Sapito desagote ancla;sapito desagote ancla;;Baron;;;False;;;;;;sin rubro;matriz_k55
257;2;Unidades;STD;STD;;"Sello PSS para eje 2-3/4"", tubo 4""";"sello pss para eje 2-3/4"", tubo 4""";;Flojumar;Sist. Timon;Mecanica;False;;;;;Sistema/Plano: Sist. Timon;;matriz_k55
258;2;Unidades;STD;STD;;Sensor agua 115cm;sensor agua 115cm;;Flojumar;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
259;1;Unidades;STD;STD;;"Separador agua-gases 2"" Centek 1020200 (grupo)";"separador agua-gases 2"" centek 1020200 (grupo)";;Trimer;Sist. Motor;Mecanica;False;;;;;Sistema/Plano: Sist. Motor;;matriz_k55
260;1;Unidades;STD;STD;;"Silenciador escape 2"" Centek 1500027w (grupo)";"silenciador escape 2"" centek 1500027w (grupo)";;Trimer;Sist. Motor;Mecanica;False;;;;;Sistema/Plano: Sist. Motor;;matriz_k55
261;2;Unidades;STD;STD;;"Silenciador Vernalift 6"" Centek 16X16 (motor)";"silenciador vernalift 6"" centek 16x16 (motor)";;Trimer;Sist. Motor;Mecanica;False;;;;;Sistema/Plano: Sist. Motor;;matriz_k55
262;1;Unidades;55-3/4;OBRA_ESPECIFICA;55-3;"Sistema FLAP Bennett 24 X 12 "" Doble estacion";"sistema flap bennett 24 x 12 "" doble estacion";;Trimer;Alistamiento;Mecanica;False;NO VA;NO VA;Pedido;Pedido;"Sistema/Plano: Alistamiento | Estado por obra: 55-1=NO VA; 55-2=NO VA; 55-3=Pedido; 55-4=Pedido";;obra_especifica
263;1;Unidades;55-1/2;OBRA_ESPECIFICA;55-1;"Sistema FLAP Lenco 24 x 16 "" Doble piston";"sistema flap lenco 24 x 16 "" doble piston";;Flojumar;Alistamiento;Mecanica;False;En Chubut;Revisar;NO VA;NO VA;"Sistema/Plano: Alistamiento | Estado por obra: 55-1=En Chubut; 55-2=Revisar; 55-3=NO VA; 55-4=NO VA";;obra_especifica
264;1;Unidades;55-1;OBRA_ESPECIFICA;55-1;Solenoide Blue Sea L-Series - 250A 12/24V;solenoide blue sea l-series - 250a 12/24v;;;Alistamiento;Electricidad;True;Comprar;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=Comprar;;obra_especifica
265;1;Unidades;STD;STD;;Solenoide Quick italy 12v;solenoide quick italy 12v;;Flojumar;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;posible marca/variante;matriz_k55
266;7;Unidades;STD;STD;;"Sopapa bañera c/codo Delta 1½""";"sopapa banera c/codo delta 1½""";;Casa Iriarte;Sist. Sanitario;Sanitarios;False;;;;;Sistema/Plano: Sist. Sanitario;;matriz_k55
267;1;Unidades;STD;STD;;Soporte elevador TV - JC35VT-1000;soporte elevador tv - jc35vt-1000;;;Muebles;Carpinteria;False;Comprar;Comprar;Comprar;Comprar;"Sistema/Plano: Muebles | Estado por obra: 55-1=Comprar; 55-2=Comprar; 55-3=Comprar; 55-4=Comprar";;matriz_k55
268;1;Unidades;STD;STD;;Soporte pared TV brazo;soporte pared tv brazo;;;Muebles;Carpinteria;False;En Barco;Comprar;;;"Sistema/Plano: Muebles | Estado por obra: 55-1=En Barco; 55-2=Comprar";;matriz_k55
269;2;Unidades;STD;STD;;Soporte pared TV;soporte pared tv;;;Muebles;Carpinteria;False;En Chubut;Comprar;Comprar;Comprar;"Sistema/Plano: Muebles | Estado por obra: 55-1=En Chubut; 55-2=Comprar; 55-3=Comprar; 55-4=Comprar";;matriz_k55
270;6;Unidades;STD;STD;;Soportes de barral de ropero;soportes de barral de ropero;;;Muebles;Carpinteria;False;En Chubut;Comprar;Comprar;Comprar;"Sistema/Plano: Muebles | Estado por obra: 55-1=En Chubut; 55-2=Comprar; 55-3=Comprar; 55-4=Comprar";;matriz_k55
271;3;Unidades;STD;STD;;Soportes tapiceria banco cockpit K55;soportes tapiceria banco cockpit k55;;Maxi Herrero;Herrajes Std.;;False;;;;;Sistema/Plano: Herrajes Std.;sin rubro | proveedor nuevo Maxi Herrero;matriz_k55
272;7;Unidades;STD;STD;;Soportes tapiceria banco proa K55;soportes tapiceria banco proa k55;;Maxi Herrero;Herrajes Std.;;False;;;;;Sistema/Plano: Herrajes Std.;sin rubro | proveedor nuevo Maxi Herrero;matriz_k55
273;13;Unidades;STD;STD;;Soportes tapiceria flybridge K55;soportes tapiceria flybridge k55;;Maxi Herrero;Herrajes Std.;;False;;;;;Sistema/Plano: Herrajes Std.;sin rubro | proveedor nuevo Maxi Herrero;matriz_k55
274;1;Unidades;STD;STD;;Stern thurster Quick doble helice 6,5kw 250mm 12v;stern thurster quick doble helice 6,5kw 250mm 12v;;Flojumar;Alistamiento;Electricidad;False;En Chubut;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=En Chubut;posible marca/variante;matriz_k55
275;2;Unidades;STD;STD;;"T plástica espiga 1 1/2""";"t plastica espiga 1 1/2""";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
276;2;Unidades;STD;STD;;"T con espiga rosca central de 1"" plastico";"t con espiga rosca central de 1"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
277;2;Unidades;STD;STD;;Tableros electricos COSTA;tableros electricos costa;;;Sist. Electrico;;False;Especificar;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=Especificar;modelo/definicion pendiente | sin rubro;revisar_no_matriz
278;300;Pies;STD;STD;;Tablón Okume;tablon okume;;;;Mecanica;False;En Chubut;En Chubut;;;"Estado por obra: 55-1=En Chubut; 55-2=En Chubut";;matriz_k55
279;1;Unidades;STD;STD;;Tambucho de proa - Cuadrado 60x60cm;tambucho de proa - cuadrado 60x60cm;;;Alistamiento;;False;;;;;Sistema/Plano: Alistamiento;sin rubro;matriz_k55
280;1;Unidades;STD;STD;;Tanque acumulador presion Flojet-Jabsco;tanque acumulador presion flojet-jabsco;;Flojumar;Sist. Agua;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Agua | Estado por obra: 55-1=En Chubut;posible marca/variante;matriz_k55
281;2;Unidades;STD;STD;;Tanques de agua;tanques de agua;;Astillero;Sist. Agua;;False;;;;;Sistema/Plano: Sist. Agua;sin rubro | proveedor astillero=fabricacion interna;matriz_k55
282;2;Unidades;STD;STD;;Tanques de combustible con visor;tanques de combustible con visor;;Astillero;Sist. Combustible;;False;Especificar;;;;Sistema/Plano: Sist. Combustible | Estado por obra: 55-1=Especificar;modelo/definicion pendiente | sin rubro | proveedor astillero=fabricacion interna;revisar_no_matriz
283;1;Unidades;STD;STD;;"Tapa tanque agua 1 1/2"" cromada c/venteo";"tapa tanque agua 1 1/2"" cromada c/venteo";;Flojumar;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
284;2;Unidades;STD;STD;;"Tapa tanque combustible 2"" cromada c/venteo";"tapa tanque combustible 2"" cromada c/venteo";;Flojumar;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
285;1;Unidades;STD;STD;;"Tapa tanque waste 1 1/2"" cromada c/venteo";"tapa tanque waste 1 1/2"" cromada c/venteo";;Flojumar;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
286;3;Unidades;STD;STD;;"Tapon rosca M de 1/2"" plastico";"tapon rosca m de 1/2"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
287;16;Unidades;STD;STD;;"T termofusion 1"" rosca central H 1/2""";"t termofusion 1"" rosca central h 1/2""";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
288;2;Unidades;55-1/2/3;OBRA_ESPECIFICA;55-1;Tender lift OPACMARE 5220_90_09;tender lift opacmare 5220_90_09;;;Alistamiento;;False;En Chubut;Revisar;Revisar;NO VA;"Sistema/Plano: Alistamiento | Estado por obra: 55-1=En Chubut; 55-2=Revisar; 55-3=Revisar; 55-4=NO VA";sin rubro;obra_especifica
289;2;Unidades;STD;STD;;Tender lift OPACMARE 5222/90.04;tender lift opacmare 5222/90.04;;;Alistamiento;;False;NO VA;NO VA;NO VA;Pedido;"Sistema/Plano: Alistamiento | Estado por obra: 55-1=NO VA; 55-2=NO VA; 55-3=NO VA; 55-4=Pedido";sin rubro;matriz_k55
290;1;Unidades;STD;STD;;Termica malacate 130 AMP;termica malacate 130 amp;;Flojumar;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
291;1;Unidades;STD;STD;;Termotanque CAMCO 76L;termotanque camco 76l;;Flojumar;Sist. Agua;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Agua | Estado por obra: 55-1=En Chubut;;matriz_k55
292;110;Metros;STD;STD;;Tira LED blanco cálido;tira led blanco calido;;MercadoLibre;Sist. Electrico;Electricidad;False;;;;;Sistema/Plano: Sist. Electrico;;matriz_k55
293;2;Unidades;STD;STD;;Toallero Epuyén 0163/L2 Cromado;toallero epuyen 0163/l2 cromado;;;Sist. Agua;;False;Pedido;NO VA;;;"Sistema/Plano: Sist. Agua | Estado por obra: 55-1=Pedido; 55-2=NO VA";sin rubro;matriz_k55
294;2;Unidades;55-2;OBRA_ESPECIFICA;55-2;Toallero Epuyén 0163/L2 Negro;toallero epuyen 0163/l2 negro;;;Sist. Agua;;False;NO VA;Pedido;;;"Sistema/Plano: Sist. Agua | Estado por obra: 55-1=NO VA; 55-2=Pedido";sin rubro;obra_especifica
295;6;Unidades;STD;STD;;"Toma pasacasco 1 1/2"" bronce";"toma pasacasco 1 1/2"" bronce";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
296;9;Unidades;STD;STD;;"Toma pasacasco 1"" bronce";"toma pasacasco 1"" bronce";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
297;6;Unidades;STD;STD;;"Toma pasacasco 3/4"" bronce";"toma pasacasco 3/4"" bronce";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
298;4;Unidades;STD;STD;;"Toma 1"" plastico";"toma 1"" plastico";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
299;1;Unidades;STD;STD;;Toma tierra Marinco 32A 220V;toma tierra marinco 32a 220v;;Flojumar;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
300;2;Unidades;STD;STD;;Tomas cambre de 20 amp;tomas cambre de 20 amp;;;Sist. Electrico;Electricidad;False;En Chubut;;;;Sistema/Plano: Sist. Electrico | Estado por obra: 55-1=En Chubut;;matriz_k55
301;1;Unidades;STD;STD;;Traba cadena 10-12mm;traba cadena 10-12mm;;;Alistamiento;;False;;;;;Sistema/Plano: Alistamiento;sin rubro;matriz_k55
302;1;Unidades;STD;STD;;Tubo bowthruster D= 250mm, e= 9 mm, L = 1,50 m;tubo bowthruster d= 250mm, e= 9 mm, l = 1,50 m;;;Alistamiento;Mecanica;False;En Barco;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=En Barco;;matriz_k55
303;60;Metros;STD;STD;;Tubo Whale azul 15mm WX7152;tubo whale azul 15mm wx7152;;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;posible marca/variante;matriz_k55
304;50;Metros;STD;STD;;Tubo Whale rojo 15mm WX7154;tubo whale rojo 15mm wx7154;;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;posible marca/variante;matriz_k55
305;1;Unidades;STD;STD;;"TV 24"" Noblex";"tv 24"" noblex";;;Electrodomesticos;Electricidad;False;En Chubut;;;;Sistema/Plano: Electrodomesticos | Estado por obra: 55-1=En Chubut;;matriz_k55
306;1;Unidades;STD;STD;;"TV 32"" Hd H5000 Smart";"tv 32"" hd h5000 smart";;;Electrodomesticos;Electricidad;False;Comprar;;;;Sistema/Plano: Electrodomesticos | Estado por obra: 55-1=Comprar;;matriz_k55
307;1;Unidades;STD;STD;;"TV SAMSUNG 43"" FULL HD T5300";"tv samsung 43"" full hd t5300";;;Electrodomesticos;Electricidad;False;En Chubut;;;;Sistema/Plano: Electrodomesticos | Estado por obra: 55-1=En Chubut;posible marca/variante;matriz_k55
308;1;Unidades;STD;STD;;"TV SAMSUNG 50"" Crystal UHD 4K U8000F";"tv samsung 50"" crystal uhd 4k u8000f";;;Electrodomesticos;Electricidad;False;NO VA;;;;Sistema/Plano: Electrodomesticos | Estado por obra: 55-1=NO VA;posible marca/variante;matriz_k55
309;1;Unidades;55-1;OBRA_ESPECIFICA;55-1;"TV SAMSUNG 55"" QLED Q6F 4K Smart";"tv samsung 55"" qled q6f 4k smart";;;Electrodomesticos;Electricidad;False;Comprar;;;;Sistema/Plano: Electrodomesticos | Estado por obra: 55-1=Comprar;posible marca/variante;obra_especifica
310;4;Unidades;STD;STD;;"Union doble 1"" termofusion";"union doble 1"" termofusion";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
311;23;Unidades;STD;STD;;"Union rosca H 1/2"" WHALE WX1532";"union rosca h 1/2"" whale wx1532";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;posible marca/variante;matriz_k55
312;1;Unidades;OPC;OPC;;"Union rosca H 1/2"" WHALE WX1532 - opcional duchador rio";"union rosca h 1/2"" whale wx1532 - opcional duchador rio";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;clasificacion OPC | posible marca/variante;revisar_no_matriz
313;19;Unidades;STD;STD;;"Union rosca M 1/2"" WHALE WX1514";"union rosca m 1/2"" whale wx1514";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;posible marca/variante;matriz_k55
314;1;Unidades;OPC;OPC;;"Union rosca M 1/2"" WHALE WX1514 - opcional duchador rio";"union rosca m 1/2"" whale wx1514 - opcional duchador rio";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;clasificacion OPC | posible marca/variante;revisar_no_matriz
315;1;Unidades;STD;STD;;"Union rosca M 1/2"" bronce x caño poliamida 1/4"" con tuerca y virola";"union rosca m 1/2"" bronce x cano poliamida 1/4"" con tuerca y virola";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
316;2;Unidades;55-1;OBRA_ESPECIFICA;55-1;"Valvula de desvio ""y"" Matromarine italiana";"valvula de desvio ""y"" matromarine italiana";;Flojumar;Sist. Sanitario;Sanitarios;False;En Chubut;NO VA;NO VA;NO VA;"Sistema/Plano: Sist. Sanitario | Estado por obra: 55-1=En Chubut; 55-2=NO VA; 55-3=NO VA; 55-4=NO VA";;obra_especifica
317;2;Unidades;STD;STD;;"Valvula de un solo sentido para bombas de achique 1 1/2""";"valvula de un solo sentido para bombas de achique 1 1/2""";;Casa Iriarte;Achique;Sanitarios;False;;;;;Sistema/Plano: Achique;;matriz_k55
318;4;Unidades;STD;STD;;"Valvula de un solo sentido para bombas de achique 1""";"valvula de un solo sentido para bombas de achique 1""";;Casa Iriarte;Achique;Sanitarios;False;;;;;Sistema/Plano: Achique;;matriz_k55
319;1;Unidades;OPC;OPC;;"Válvula esférica 1/2""";"valvula esferica 1/2""";;;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;clasificacion OPC;revisar_no_matriz
320;1;Unidades;STD;STD;;"Válvula esférica 1"" HH";"valvula esferica 1"" hh";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
321;9;Unidades;STD;STD;;"Válvula esférica 1/2"" HH";"valvula esferica 1/2"" hh";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
322;2;Unidades;STD;STD;;"Válvula esférica 3/4"" HH";"valvula esferica 3/4"" hh";;Casa Iriarte;Sist. Agua;Sanitarios;False;;;;;Sistema/Plano: Sist. Agua;;matriz_k55
323;1;Unidades;55-1;OBRA_ESPECIFICA;55-1;VHF con AIS;vhf con ais;;;Alistamiento;Electricidad;False;En Chubut;;;;Sistema/Plano: Alistamiento | Estado por obra: 55-1=En Chubut;;obra_especifica
324;1;Unidades;STD;STD;;Victron, combinador de baterias cyrix-ct;victron, combinador de baterias cyrix-ct;;Flojumar;Sist. Electrico;Electricidad;False;;;;;Sistema/Plano: Sist. Electrico;;matriz_k55
325;2;Unidades;STD;STD;;Visores con bolita para tanques combustible;visores con bolita para tanques combustible;;;Sist. Combustible;Mecanica;False;;;;;Sistema/Plano: Sist. Combustible;;matriz_k55
